OPPORTUNITY_ID,STAGE_NAME,LOST_REASON_C,CLOSED_LOST_NOTES_C,BUSINESS_ISSUE_C,HOW_DID_YOU_HEAR_ABOUT_US_C,CREATED_DATE,DEMO_HELD,DEMO_SET_DATE,DEMO_TIME,CLOSE_DATE,LAST_SALES_CALL_DATE_TIME,ACCOUNT_ID
006UV000007SaanYAC,Closed Lost,No Demo Held,,,,2024-05-14 17:38:22.000,false,,2024-05-14 17:45:00.000,0024-05-31,2024-05-10 13:46:11.000,001UV000009QLd7YAG
006UV000004h8hZYAQ,Closed Lost,No Budget / Lost Funding,Owner texted Sam saying it is out of their price range and they don't want to get rid of Menufy.,,,2024-02-28 01:12:35.000,true,0024-02-27,2024-02-29 18:30:00.000,0024-03-08,2024-02-29 19:26:56.000,001UV000005VPdbYAG
006UV000008UJBtYAO,Closed Lost,Lack of Urgency,,,,2024-06-05 16:55:14.000,true,,2024-06-05 16:45:00.000,0024-06-25,2024-06-25 23:12:54.000,001UV00000An9ArYAJ
006UV000009espJYAQ,Closed Won,,,Pablo has had issues with multiple companies when it comes to his website and OLO. They've been voted best tacos in their area multiple times but constantly has people say they never heard of him before or couldn't find him online. Familiar with Talkin Tacos and pumped to get started with us.,Facebook/IG,2024-07-10 18:34:40.000,true,0024-07-10,2024-07-10 21:00:00.000,0024-07-10,2024-07-10 21:03:38.000,001UV00000CWZoXYAX
006UV000007TCszYAG,Closed Lost,Bad Fit,"3 locs but 2 are dqs, how would we work with 1 and not the 2? we'd need to fragment their existing olo simply for our sake which the prospect agreed too and frankly i agree with too. this would have a massive likelihood of churning.",,,2024-05-14 21:06:23.000,true,0024-05-14,2024-05-16 14:00:00.000,0024-05-16,2024-05-16 13:43:15.000,001UV000009R36OYAS
006UV000007SEaHYAW,Closed Lost,Price,refused to pay 500/month,,,2024-05-14 15:47:23.000,true,,2024-05-17 17:00:00.000,0024-05-17,2024-05-17 17:04:25.000,001UV000009PnoMYAS
006UV000007SBitYAG,Closed Won,,,"3 locations Rosati's. Has his own domains and uses his own systems. 15k+ 3rd parties paying 22%. 4-5k direct through POS ordering. Printer and Tablet - non integration. No SEO, Mobile app or auto marketing.",Google,2024-05-14 16:27:03.000,true,0024-05-14,2024-05-14 15:00:00.000,0024-05-14,2024-05-11 18:09:17.000,001UV000009PYPZYA4
006UV000007YHVRYA4,Closed Lost,Lack of Urgency,,,,2024-05-16 20:04:13.000,true,0024-05-16,2024-05-17 13:00:00.000,0024-05-23,2024-05-23 21:20:15.000,001UV000009Y8IyYAK
006UV000007VG4TYAW,Closed Lost,Price,Our processing fees are way to high and the 5% on top they do a TON of business and this would make it so much more expensive for them.,,,2024-05-15 17:55:18.000,true,0024-05-15,2024-05-23 19:00:00.000,0024-05-23,2024-05-23 15:55:30.000,001UV000009U6NlYAK
006UV000008AEecYAG,Closed Lost,POS Integration,#ottertoast,"Toast OLO goes to diff web tab, no mobile app, 3rd party commissions and getting more direct orders",Facebook/IG,2024-05-28 16:35:08.000,true,,2024-05-28 16:30:00.000,0024-05-29,2024-05-28 16:29:51.000,001UV00000A61bfYAB
006UV000007PiTFYA0,Closed Won,,,Using slice on his site but sales have stagnated. He thought he ranked high on Google based on his reviews until we walked through everything together and he's ranking well below his competition. Paying 20% out of pocket on 8-10k per month for 3Ps. Really excited about the mobile app.,Facebook/IG,2024-05-13 16:39:15.000,true,0024-05-13,2024-05-15 14:30:00.000,0024-05-15,2024-05-16 13:54:23.000,001UV000009MOBNYA4
006UV000007Q4jvYAC,Closed Lost,No Decision / Non-Responsive,,,,2024-05-13 18:45:56.000,true,,2024-05-13 22:00:00.000,0024-06-04,2024-05-20 22:42:14.000,001UV000009Mr8aYAC
006UV000007Ukr0YAC,Closed Lost,No Demo Held,,,,2024-05-15 15:51:22.000,false,,2024-05-17 17:00:00.000,0024-06-04,2024-05-15 15:52:15.000,001UV000009TZ5FYAW
006UV000007QU6TYAW,Closed Lost,No Decision / Non-Responsive,,,,2024-05-13 20:43:48.000,true,0024-05-13,2024-05-14 17:15:00.000,0024-05-27,2024-05-14 16:16:38.000,001UV000009NDsFYAW
006UV000004ceyEYAQ,Closed Lost,Bad Fit,"its currently a ghost kitchen (braden said foodtruck), he is opening a restaurant but its a new venue (not existing restaurant). DQ'd for new venue, sounded like it will be a ghost kitchen concept with seating for the venue anyway",,,2024-02-26 15:34:08.000,false,0024-02-26,2024-02-26 17:45:00.000,0024-02-26,2024-02-26 17:06:59.000,001UV000005PVaQYAW
006UV000003tklFYAQ,Closed Lost,Missing Features,priority is her ecomm business selling coffee beans. They have a farm and roast them. the restaurant is secondary,,,2024-02-07 21:35:36.000,true,0024-02-07,2024-02-07 21:30:00.000,0024-02-07,2023-09-13 17:41:37.000,001UV000004T2ljYAC
006UV00000386krYAA,Closed Lost,Lost to Competitor,"""no need to fix what's not broken"" there was no pain here, she was really just curious to learn what we do. Might be a fit in the future.",,,2024-01-22 17:33:18.000,true,,2024-01-22 18:00:00.000,0024-01-24,2024-01-24 16:21:35.000,001UV000003XQWfYAO
006UV000008OXsgYAG,Closed Won,,,"Losing 30% to 3Ps (makes about $3k/month there). Basic website and olo with Wix, makes $4-5k/month there. Pays $1.5k/month in google ads and does no other marketing.",Facebook/IG,2024-06-03 15:02:34.000,true,0024-06-03,2024-06-03 15:00:00.000,0024-06-03,2024-06-03 15:02:13.000,001UV00000Ae8h3YAB
006UV000008jDHRYA2,In Progress,,,"1 loc does 50% of sales through third parties and other 1/3 of sales. COMMISSIONS big issue and no customer data, no email/text marketing currently and no mobile app.",Cold call,2024-06-12 16:13:47.000,true,,2024-07-02 18:00:00.000,0024-07-31,2024-07-08 16:42:54.000,001UV00000B8IMPYA3
006UV000008IIczYAG,Closed Lost,No Demo Held,,,,2024-05-30 22:15:59.000,false,,2024-06-04 19:00:00.000,0024-06-18,2024-06-03 20:10:38.000,001UV00000AVUnFYAX
006UV000007VCk1YAG,Closed Lost,No Demo Held,,,,2024-05-15 17:36:17.000,false,0024-05-15,2024-05-15 22:30:00.000,0024-06-10,2024-06-20 18:15:58.000,001UV000009TxFeYAK
006UV000003TBRNYA4,Closed Lost,No Demo Held,,,,2024-01-30 00:08:29.000,false,,,0024-02-13,2024-01-30 16:22:47.000,001UV000003x0QWYAY
006UV0000067lbRYAQ,Closed Lost,No Demo Held,,,,2024-04-05 21:47:34.000,false,0024-04-05,2024-04-08 20:00:00.000,0024-04-25,2024-04-04 21:31:41.000,001UV000007Uzd9YAC
006UV000003zR1ZYAU,Closed Lost,POS Integration,he won't do it unless we integrate with talech,,,2024-02-09 18:22:33.000,true,0024-02-09,2024-02-09 19:00:00.000,0024-02-12,2024-02-09 18:59:40.000,001UV000004aCYDYA2
006UV000003xNdDYAU,Closed Lost,No Budget / Lost Funding,In a really slow season. Struggling and can't spend more,,,2024-02-09 00:11:22.000,true,0024-02-08,2024-02-08 20:45:00.000,0024-02-14,2024-02-14 18:25:25.000,001UV000004XhVLYA0
006UV000004OcGLYA0,Closed Lost,Lost to Competitor,In contract with PopMenu and doesn't see this being any different than them and likes the PopMenu site better than ours.,,Media Outlet,2024-02-20 17:46:50.000,false,0024-02-20,2024-02-20 17:30:00.000,0024-02-20,2024-02-20 17:46:30.000,001UV0000056Y9EYAU
006UV000003ynguYAA,Closed Won,,,Currently using Grubhub and hates the commission fees and doesn't want to add more third parties. Wants direct OLO and new websites for each location he owns. Tacoholic and Anejos. He is super excited about Mobile app for each loc and the email/text marketing. Currently paying $220 a month for a useless website and text marketing per location! Owner is a NO BRAINER!,Facebook/IG,2024-02-09 15:34:18.000,true,0024-02-09,2024-02-09 16:30:00.000,0024-02-09,2024-02-19 15:13:13.000,001UV000004ZLSMYA4
006UV000005aLZMYA2,Closed Lost,Price,too expensive they dont even use 3ps,,,2024-03-21 13:57:59.000,true,0024-03-21,2024-03-21 19:00:00.000,0024-03-22,2024-03-22 14:09:52.000,001UV000006j2S3YAI
006UV000007CLr4YAG,Closed Lost,Price,"paying 250 for SH and doesn't like our delivery fees, also doesnt want to increase olo's too much for operational purposes....thinks he can do seo on his own",,,2024-05-07 15:09:24.000,true,0024-05-07,2024-05-07 16:00:00.000,0024-05-13,2024-05-09 14:27:07.000,001UV0000092n1DYAQ
006UV000006hU0zYAE,Closed Lost,No Budget / Lost Funding,,,,2024-04-23 16:26:09.000,true,,2024-04-23 22:00:00.000,0024-04-25,2024-04-25 15:19:39.000,001UV000008LDs8YAG
006UV000006hT4wYAE,Closed Lost,Bad Fit,"Not looking to grow any online sales, they turn that off during busy times to focus on in house dining as an upscale tavern in upscale communities 99% of business is in house dining and cocktails/drinking and games",,,2024-04-23 16:44:12.000,false,,2024-04-26 17:30:00.000,0024-04-26,2024-04-26 15:37:18.000,001UV000008LQvmYAG
006UV000006hxCgYAI,Closed Lost,Lack of Urgency,Felt in the beginning our product wasnt for his concept but he knows a lot in the industry that could benefit from us so wanted to see demo. He ended up really liking it and maybe come after summer he would be interested but right now doesnt want to train staff on new systems,,,2024-04-23 19:01:49.000,true,0024-04-23,2024-04-23 18:00:00.000,0024-04-26,2024-04-23 17:15:55.000,001UV000008LvmkYAC
006UV000006g4rlYAA,Closed Lost,Bad Fit,,,,2024-04-22 23:20:55.000,true,0024-04-22,2024-04-23 19:15:00.000,0024-04-26,2024-04-26 19:37:10.000,001UV000008JIj4YAG
006UV000006hF8QYAU,Closed Lost,Lack of Urgency,,,,2024-04-23 15:28:57.000,true,0024-04-23,2024-04-23 19:30:00.000,0024-05-07,2024-04-30 15:56:04.000,001UV000008L78MYAS
006UV000006feZ8YAI,Closed Lost,Other,has a potential buyer of the restaurant now but if it doesn't go through will fu in a month,,,2024-04-22 20:09:32.000,true,0024-04-22,2024-04-25 17:00:00.000,0024-05-01,2024-05-01 18:05:01.000,001UV000008IXnPYAW
006UV0000038e8DYAQ,Closed Won,,,Currently using Slice and not getting his customer data and unable to grow direct online sales bc using ezorders and hates them. If this works well here will use us at his other restaurant called just Maxie's which he is opening a 3rd location later this year!,Facebook/IG,2024-01-22 20:01:57.000,true,0024-01-22,2024-01-22 19:30:00.000,0024-01-22,2024-01-22 20:42:18.000,001UV000003Y4YxYAK
006UV000002sGjPYAU,Closed Won,,,"Really bad website pushing to OLO i've never heard of. 10k+ in 3rd parties paying 25%. using both chownow and menufy - all over the place online presence wise. No app, SEO or loyalty. 2nd loc in lakewood has partner so testing here so we can loop him in and get on board.",Cold call,2024-01-15 23:40:24.000,true,0024-01-15,2024-01-15 23:15:00.000,0024-01-15,,001UV000003EOS9YAO
006UV0000066pCUYAY,Closed Lost,No Demo Held,This is a DQ as it is only a butcher shop,,,2024-04-05 16:06:21.000,false,0024-04-11,2024-04-11 15:00:00.000,0024-04-11,2024-04-11 17:27:58.000,001UV000007TnseYAC
006UV000005Z1ROYA0,Closed Lost,Bad Fit,more fine dining italian,,,2024-03-20 20:57:48.000,true,0024-03-21,2024-03-21 14:30:00.000,0024-04-01,2024-04-02 14:45:10.000,001UV000006h5FdYAI
006UV000009f4iPYAQ,Demo Set,,,,,2024-07-10 19:36:33.000,false,0024-07-10,2024-07-16 21:15:00.000,0024-07-20,2024-07-10 17:53:44.000,001UV00000CWqvpYAD
006UV000004dMsrYAE,Closed Lost,Price,,,,2024-02-26 19:46:17.000,false,0024-02-26,2024-02-29 21:00:00.000,0024-03-10,2024-03-11 16:33:53.000,001UV000005QXQrYAO
006UV000008XMOXYA4,Closed Won,,,"DD charging 25%; Both locations does not have direct OLO, One of the locations website is pulling off to DD and to Slice, not appearing in top searches, no app, only does social media and word of mouth marketing",Media Outlet,2024-06-06 19:24:20.000,true,0024-06-06,2024-06-06 18:00:00.000,0024-06-06,2024-06-06 17:47:15.000,001UV00000ArLqAYAV
006UV000003pPIpYAM,Closed Lost,Bad Fit,This is fine dining and bc of it has never believed in it even through the pandemic,,,2024-02-06 16:07:08.000,false,0024-02-06,,0024-02-06,,001UV000004NIhvYAG
006UV000009d4WPYAY,Interest,,,,,2024-07-10 00:38:22.000,false,,2024-07-09 18:36:40.000,0024-07-19,2024-07-09 18:36:40.000,001UV00000CTxvRYAT
006UV000009YyxRYAS,Demo Set,,,,,2024-07-08 14:15:15.000,false,0024-07-08,2024-07-09 20:00:00.000,0024-07-18,2024-07-09 20:19:57.000,001UV00000CNyarYAD
006UV000008KMXdYAO,Closed Lost,Lost to Competitor,going with Peblla because they want to be able to offer loyalty and ordering in house as well. also they only charge a one time fee,,,2024-05-31 18:18:25.000,true,0024-05-31,2024-05-31 18:00:00.000,0024-06-07,2024-06-07 21:59:57.000,001UV00000AXrHaYAL
006UV000006BZwfYAG,Closed Lost,No Demo Held,,,,2024-04-08 15:54:17.000,false,0024-04-08,2024-04-08 18:00:00.000,0024-04-22,2024-04-08 20:28:58.000,001UV000007amtJYAQ
006UV000004h73xYAA,Closed Lost,No Demo Held,,,,2024-02-28 00:55:27.000,false,,2024-02-29 19:00:00.000,0024-03-14,2024-02-29 19:07:02.000,001UV000005VNFCYA4
006UV000007g9cLYAQ,Closed Lost,No Demo Held,,,,2024-05-20 21:55:14.000,false,,2024-05-22 20:30:00.000,0024-06-14,2024-05-31 20:32:22.000,001UV000009iodTYAQ
006UV0000089IvaYAE,Closed Won,,,"Pays a lot of $ to third parties and are raising their prices on all the third parties. Using Popmenu but is wanting to move away from them because he spends a lot of $ on them but is not utilizing all of their services and is not seeing great return on their behalf. Tried Paytronix but also doesn't offer everything we do. Needs help with SEO to get boosted to the top, wants to stop spending on Google Ads and SEO. No loyalty points currently.",Media Outlet,2024-05-28 15:55:37.000,true,,2024-05-28 16:00:00.000,0024-05-28,2024-06-20 14:47:24.000,001UV00000A5v4kYAB
006UV0000064xNqYAI,Closed Lost,No Demo Held,,,,2024-04-04 19:24:59.000,false,0024-04-04,2024-04-11 15:00:00.000,0024-04-29,2024-04-29 20:21:43.000,001UV000007RE1JYAW
006UV000004FqjzYAC,Verbal Commitment,,,"No Direct OLO - pushing out to the 3p's on their website for ordering. Paying about 30% commission fees through all of them and raising their prices for the customers. Not showing up when looking at Breakfast spots in his area. No loyalty points, no way of collecting customer information. ""want to keep the feel of the restaurant, don't want anything to change but need to appeal to the younger generation and find a way to reach out to them""",,2024-02-16 15:54:05.000,true,0024-02-16,2024-02-16 19:00:00.000,0024-07-10,2024-06-24 17:12:37.000,001UV000004vfP8YAI
006UV000009ZmmBYAS,Interest,,,,,2024-07-08 19:09:27.000,false,,2024-07-11 19:00:00.000,0024-07-18,2024-06-12 15:01:42.000,001UV00000CP7SQYA1
006UV000007g52TYAQ,Closed Lost,No Decision / Non-Responsive,,,,2024-05-20 21:21:38.000,true,0024-05-20,2024-05-21 15:45:00.000,0024-06-07,2024-05-24 13:08:57.000,001UV000009irl4YAA
006UV000005qUOvYAM,Closed Lost,Bad Fit,Went with a company called order out as we were not the best fit for them - they did not have their own adress.,,,2024-03-28 15:04:15.000,true,0024-03-28,2024-03-28 15:00:00.000,0024-04-10,2024-04-11 14:50:22.000,001UV0000075DGjYAM
006UV000005o2BpYAI,Closed Lost,No Demo Held,,,,2024-03-27 15:16:22.000,false,,2024-03-28 16:30:00.000,0024-03-28,2024-03-29 16:35:46.000,001UV0000071dBRYAY
006UV000005ZB0yYAG,Closed Lost,No Demo Held,,,,2024-03-20 23:03:36.000,false,,,0024-04-04,2024-03-21 17:50:13.000,001UV000006hQK3YAM
006UV000007Pd0aYAC,Closed Lost,No Decision / Non-Responsive,,,,2024-05-13 16:25:44.000,true,,2024-05-14 19:00:00.000,0024-05-23,2024-06-20 18:14:17.000,001UV000009MGdgYAG
006UV000007Sk77YAC,Closed Lost,No Decision / Non-Responsive,,,,2024-05-14 18:29:48.000,true,0024-05-14,2024-05-14 18:00:00.000,0024-05-27,2024-06-20 18:15:04.000,001UV000009QVB5YAO
006UV000007SfsGYAS,Closed Lost,Price,Calculated with fees and price he would be paying much more than current system; even ROI cal showed a deficit based on the numbers provided,,,2024-05-14 18:59:50.000,true,0024-05-14,2024-05-16 19:00:00.000,0024-06-04,2024-05-30 19:20:50.000,001UV000009QYKHYA4
006UV000004O5QrYAK,Closed Won,,,500K in third party sales and growing year over year. PAYING TOO MUCH COMMISSIONS. His mission is to lower that and take back control. LOVES THE MOBILE APP!! and building his brand with Owner online.,Facebook/IG,2024-02-20 15:12:23.000,true,0024-02-20,,0024-02-20,2024-02-17 16:48:38.000,001UV00000564PRYAY
006UV000009FXEcYAO,Closed Lost,Other,,,,2024-06-27 20:29:15.000,false,,2024-06-27 20:30:00.000,0024-07-01,2024-06-27 20:28:22.000,001UV00000Bubo9YAB
006UV000004ZBUXYA4,Closed Lost,No Demo Held,,,,2024-02-24 15:17:29.000,false,,2024-02-26 16:00:00.000,0024-02-27,2024-02-27 18:15:00.000,001UV000005LMNfYAO
006UV000008AR2MYAW,Closed Lost,Bad Fit,Only doing Grubhub/DD at 1 location and very slow. Not high volume takeout spot or looking to be. In house dining is primary and 95% of his business at all 3 locs,,,2024-05-28 17:31:55.000,true,0024-05-28,2024-05-29 14:30:00.000,0024-05-29,2024-05-29 14:33:01.000,001UV00000A67XNYAZ
006UV000006fQEQYA2,Closed Won,,,Signed up with Spothopper in October and the website isn't launched yet. Has had a lot of issues with them and is over it at this point. Wants a site built for higher conversion/google. Also needs to save on 3p fees.,Facebook/IG,2024-04-22 19:43:14.000,true,0024-04-22,2024-04-23 17:30:00.000,0024-04-30,2024-04-30 22:26:05.000,001UV000008IRJiYAO
006UV000007VCfBYAW,Closed Lost,Price,Hates the delivery fee and likes what they have setup with DD storefront where they dont have to chip in and it's a $2.99 flat fee to customer and 10% service fee. With us they will be paying a lot more for delivery orders.,"DoorDash commission fees, no mobile app and knows they need one as they continue to scale and build brand awareness and loyalty for future franchisee owners.",Cold call,2024-05-15 17:35:32.000,true,,2024-05-21 18:00:00.000,0024-05-28,2024-05-20 19:43:59.000,001UV000009U0OoYAK
006UV000003mUWjYAM,Closed Lost,Bad Fit,"he could barely hear me on the demo, i had to shout. does very little direct or 3p volume, in a very small town. Never interested at all. once he heard price he ended. Bad fit",,,2024-02-05 17:05:21.000,true,0024-02-05,2024-02-08 16:00:00.000,0024-02-08,2024-02-08 15:58:26.000,001UV000004JgioYAC
006UV000003tdqFYAQ,Closed Lost,No Demo Held,,,,2024-02-07 21:39:37.000,false,0024-02-07,2024-02-09 20:00:00.000,0024-02-24,2024-02-07 21:11:10.000,001UV000004SzW8YAK
006UV000003tXG9YAM,Closed Lost,No Demo Held,,,,2024-02-07 20:26:50.000,false,0024-02-13,2024-02-08 18:15:00.000,0024-02-19,2024-02-07 20:25:35.000,001UV000004SpepYAC
006UV000008X7EEYA0,Closed Lost,POS Integration,#toastotter,,,2024-06-06 19:27:13.000,true,0024-06-06,2024-06-06 14:15:00.000,0024-06-15,2024-06-06 19:26:05.000,001UV00000Ar7YkYAJ
006UV000008HASzYAO,Closed Lost,Lack of Urgency,"Said he and his partners have other issues they need to sort through first. Didn't get full demo in, David was opening the resto at time of call. Worth reaching out in a couple months.",,,2024-05-30 15:04:41.000,true,,2024-06-06 19:00:00.000,0024-06-21,2024-06-13 14:46:46.000,001UV00000AThIOYA1
006UV000008PfJVYA0,Closed Lost,No Decision / Non-Responsive,,,,2024-06-03 20:39:35.000,true,,2024-06-03 20:00:00.000,0024-06-06,2024-06-21 17:35:16.000,001UV00000AgeuXYAR
006UV000008zPhdYAE,Closed Lost,Lack of Urgency,Wouldn't set a FU,,,2024-06-20 13:39:25.000,true,0024-06-20,2024-06-20 18:00:00.000,0024-06-26,2024-06-26 16:56:49.000,001UV00000BW60jYAD
006UV000008OOvrYAG,Closed Lost,No Demo Held,,,,2024-06-03 14:36:22.000,false,0024-06-03,2024-06-03 16:00:00.000,0024-06-15,2024-06-03 16:20:40.000,001UV00000Ae0oMYAR
006UV000008SAnqYAG,Closed Lost,No Demo Held,,,,2024-06-04 19:44:15.000,false,,2024-06-05 20:00:00.000,0024-06-24,2024-06-04 19:32:23.000,001UV00000AjriRYAR
006UV000007T84bYAC,Closed Lost,No Demo Held,,,,2024-05-14 20:38:48.000,false,0024-05-14,2024-05-20 17:00:00.000,0024-06-14,2024-06-20 18:15:52.000,001UV000009R7jNYAS
006UV000009ey1tYAA,Interest,,,,,2024-07-10 19:00:15.000,false,,2024-07-11 18:30:00.000,0024-07-20,2024-07-10 18:21:54.000,001UV00000CWgMzYAL
006UV000008PNrGYAW,Demo Set,,,,,2024-06-03 19:12:41.000,false,0024-06-03,2024-06-03 19:00:00.000,0024-07-10,2024-06-03 19:03:39.000,001UV00000AgBcRYAV
006UV000008AVp9YAG,Closed Lost,No Demo Held,,,,2024-05-28 17:09:12.000,false,0024-05-28,2024-05-29 17:00:00.000,0024-06-14,2024-05-29 19:32:12.000,001UV00000A6LyUYAV
